content,ename,more,name
总集篇剧情有改动承接明年2月复活新作 世界最大的国家·神圣布里塔尼亚帝国终于与黑之骑士团展开冲突。这正是鲁路修=面具男ZERO的计策。但唯一超出计算之事，令鲁路修感到困惑。那就是妹妹娜娜莉。另一方面，第2皇子修奈泽尔与黑之骑士团接触。他向扇和藤堂等人揭露了动摇他们统治的ZERO的秘密。战乱进一步激化，吞噬着 众人的愤怒与悲伤、执着与愿望。为了未来，现在应该去做什么？这就是零之镇魂曲。埋葬涂满憎恨的旧时代，开拓新时代的祈祷。鲁路修与朱雀的故事，迎来冲击的明日。,谷口悟朗,コードギアス 反逆のルルーシュⅢ 皇道,日本,2018-05-26日本上映,/ 140分钟,"动作,科幻,动画",代号基亚斯：反叛的鲁路修3之皇道
哥斯拉破坏日本多年，〈G对策总部〉发明黑洞炮对付。但实验出意外，引来古代巨大昆虫超翔龙重现，并攻击哥斯拉。日本成了哥斯拉、超翔龙及人类三方的战场。,手塚昌明,ゴジラ×メガギラス G消滅作戦,日本,2000-12-16日本上映,/ 105分钟,科幻,哥斯拉大战超翔龙
纽约基斯科山，小青年托比·马歇尔（亚伦·保尔 饰）和伙伴们共同经营一家改装车行，他同时也是一名技术精湛的赛车高手。虽然刚刚在一场比赛中赢得奖金，但是车行的经营状况还是到了令人堪忧的底部。恰在此时，拥有专业赛车手资格的土豪迪诺·布鲁斯特（多米尼克·库珀 饰）找上门来。迪诺此前撬走了托比的女友，两人可谓不共戴天。但是迪诺此次给他带来一单不小的改装生意，托比和伙伴们成功打造出一辆时速超过370公里的福特野马，而嫉妒心炽盛的迪诺为了最强赛车手的名号向托比发起挑战。为了丰厚的报酬，托比和好友利托·比特共同参赛。谁知迪诺导致利托死亡，事后还嫁祸托比。出狱后，托比借来他的那辆得意之作福特野马，发誓要为利托讨回公道……,斯科特·沃,Need for Speed,"美国,菲律宾,爱尔兰,英国",2014-03-14大陆上映,/ 130分钟,"动作,冒险,犯罪",极品飞车
梦想靠大项目咸鱼翻身的范小兵（大鹏 饰）始终无法摆脱一个阴影，那就是退伍军人出身的老爹范英雄（范伟 饰）。小兵油嘴滑舌爱忽悠，英雄刚正不阿会武术，小兵斗英雄，天雷勾地火。卤煮店小老板刘雯（张天爱 饰）与小兵相识十年，两人友达之上恋爱未满，她是小兵唯一愿意吐露真心的港湾。范小兵欠下大老板OK哥（任达华 饰）的钱，被追债小弟方健（乔杉 饰）一路折磨，倒霉不断，还面临凶狠狗哥（梁龙 饰）的生命威胁。范小兵不得已将弄钱对象转向老爹，不知情的范英雄此时正躲闪着邻居邬仙仙（邬君梅 饰）如狼似虎的猛烈追求，殊不知儿子范小兵已经针对自己开启了一个搞笑又荒唐的惊天计划……,袁卫东,Father and Son,中国大陆,2017-07-21大陆上映,/ 105分钟,"剧情,喜剧",父子雄兵
《海贼王》为了纪念播出第17年，同时也为了今年夏天上映的电影版造势，决定在电影上映前于电视上播出SP《One Piece Heart of Gold》。另外，小栗旬将作为客串声优参与。 本次的SP将围绕神秘的宝藏“Pure Gold”讲述一个关于亲子之间羁绊的融合了感动和冒险的故事。小栗旬将为被称为史上最凶恶的宝藏猎人配音，这是一个实力超群，可以自由操纵身体中锁链的角色。 从前就是《海贼王》粉丝的小栗旬表示，曾经收到过一次配音的邀约，但当时他觉得自己并不适合那个人物，所以就婉拒了，而这次他觉得宝藏猎人的角色真是与自己很搭，终于遇到了合适的角色。对于人物角色，小栗旬也表示：“虽然他被称作是最凶恶的宝藏猎人，但对于宝藏充满纯粹的欲望和执着，从这一点上看，意外地对这个人物恨不起来。” 《One Piece Heart of Gold》将于7月16日晚21点在富士电视台播出。,长峰达也,ワンピース ~ハートオブ ゴールド~,日本,2016-07-16日本上映,/ 105分钟,"动画,冒险",海贼王特别篇：黄金之心
1986年，韩国京畿道华城郡，热得发昏的夏天，在田野边发现一具女尸，早已发臭。小镇警察朴探员（宋康昊 饰）和汉城来的苏探员（金相庆 饰）接手案件，唯一可证实的是这具女尸生前被强奸过。线索的严重缺乏让毫无经验的朴探员和搭档曹探员（金罗河 饰）只凭粗暴逼供和第六感推断，几次将犯罪嫌疑人屈打成招。而苏探员客观冷静，据理分析，几次排除嫌疑，警察内部为了证明与推翻矛盾不断，然而无辜女子还是接二连三被残忍杀害，他们只好达成共识一起合作。此时，一个极其符合作案特征的小青年（朴海日 饰）成为最大嫌疑人，警方神经绷紧地锁定住他，同时DNA检测报告也被送往美国，然而案件并不在此处停止。,奉俊昊,Memories of Murder,韩国,2003-05-02韩国上映,/ 129分钟,"剧情,悬疑,惊悚,犯罪",杀人回忆
悠长的历史之中，人类曾一度因被巨人捕食而崩溃。幸存下来的人们建造了一面巨大的墙壁防止了巨人的入侵。不过作为和平的代价，人类也失去了到墙壁的外面的自由。主人公艾伦（三浦春马 饰）对还没见过的外面的世界抱有兴趣，而就在他正做着到墙壁的外面去这个梦的时候，毁坏墙壁的大巨人出现了……,樋口真嗣,Attack on Titan: The Movie,日本,2015-08-01日本上映,/ 98分钟,"动作,冒险,剧情",进击的巨人真人版：前篇
香港九龙区旺角混混阿杰（刘德华 饰）做事利落重情义，颇有老大风范，为了照顾做事冲动又好面子的小弟乌蝇（张学友 饰），他不停地在各种大小麻烦中周旋，甚至不惜为乌蝇与黑道狠角色（万梓良 饰）结仇。阿杰表妹阿娥（张曼玉 饰）前来旺角看病暂住他家，两人慢慢互生情愫，但因为担心自己的身份最终会给阿娥带来伤害，阿杰选择了将心事埋藏。待阿杰明白真情抑压不住想对命运做番抵抗时，乌蝇却再次因好面子面临生命危险，于是一道友情与爱情必选其一的难题重又摆在阿杰面前。,王家卫,As Tears Go By,中国香港,1988-06-09中国香港上映,/ 102分钟,"犯罪,剧情,爱情",旺角卡门
"一天之中阴气最重的时辰凌晨两点半，正是人类阳气最弱的时刻，为阴阳交汇的时刻，此时，是医院病人死亡率最高的时间点，也最容易在此时撞鬼。凌晨两点半，古墓中万鬼爆出,五灵血咒开启，常有孤魂野鬼到处游荡。凌晨两点半，夏雨萌（陈美行 饰）在夜路中捡回一个不会说话的“孩子”，但带回家的“孩子”很快就失踪了，夏雨萌家里开始连连出现各种诡异恐怖的怪事：家具莫名自动移动，冰箱里的食品无故消失，家里的电器不用接电却能正常工作，房间自动变换方向……为了破解家里的怪事，深夜，一个神秘的老婆婆（朱德丽 饰）把夏雨萌和其男朋友吴宁（周庚禹 饰）带到一个阴森的废旧工厂，没想到这对男女就此深陷于万劫不复的恐怖循环中，他们到底身处阴间还是阳间？捡回的“孩子”是人是鬼？他们不得不联手奋起抵抗……",王静儿,Mid-Night,中国大陆,2018-04-13大陆上映,/ 86分钟,"恐怖,惊悚",凌晨两点半
每个时代都引人思考，那些情怀饱满又波澜壮阔的时代特性，长空遥想总让人热血沸腾~深刻、痛苦、眷恋、怀想……历史的洪流将大千人事裹挟其中，滚滚向前，然后悄无声息汇入万家灯火。 一部好的电影，在于绝没有多余的镜头，在于质朴之下法相华美，有直达灵魂的触动。作为献礼广西壮族自治区成立60周年大庆的大型励志奋斗情感年代巨制，电影《又是一年三月三》所表达的人与人、个体与集体、民族与民族之间的包容与连接，总有一份感动，令我们泪流满面。,马会雷,Spring Returns to my Homeland,中国大陆,2018-12-20大陆上映,/ 95分钟,剧情,又是一年三月三
少女江函（陈都灵 饰），意外坠入一款众多年轻玩家聚集的名为《万梦千魂》的全息游戏中，并惊讶的发现自己父亲（佟大为 饰）竟是游戏的设计者。但事情远不止这么简单，神秘游戏世界中隐藏着惊天的秘密，似乎与15年前一起群体失踪案有关。为了找寻答案，于是，她与高冷俊美的南极（宋威龙 饰）和热情温暖的程序人寿司（张宥浩 饰）集结成冒险小队，一群年轻人开启了超现实的冒险之旅。,韩琰,Dream Breaker,中国大陆,2018-11-09大陆上映,/ 104分钟,"动作,冒险",破梦游戏
"Stênio (Daniel de Oliveira) works the night shift at a morgue in a very large, very violent city. On the job, he sees cadavers in every conceivable state, often the victims of horrific gang warfare. While most would be rather unsettled by it all, Stênio is not. For the dead speak to him. Not in any metaphorical sense but in a very literal way.Stênio was born with an occult gift and while not everyone would be at ease conversing with mutilated cadavers on slabs, he has learned that there are endless secrets that can be gleaned this way. Related to crime. To prosperity. One day he learns a terrible secret about people in his own life. He commits the sin of acting on knowledge obtained from the dead, cursing himself and those dearest to him in the process…",戴利逊·哈玛卢,Morto Não Fala,巴西,2018-07-17加拿大国际奇幻电影节上映,/ 104分钟,"悬疑,惊悚,恐怖",守灵人
抗美援朝4大战役时期，中国有这样一支英武勇猛的志愿军。孙北川（刘烨 饰）是这支队伍的核心首领，遇见文工团团长孟三夏（王珞丹 饰）之后，这份勇猛又多了一层责任感。孟三夏跟粗线条的孙北川缘起于抬杠，在共同经历了战场的生死考验之后，孟三夏内心的柔情被唤醒。与此同时，孙北川的好兄弟、司号员张洛东（杨祐宁 饰）也对孟三夏暗生情愫，为了撮合北川与三夏，他甘愿隐藏自己的感情，但在唯一的亲人老爹李顺良（黄志忠 饰）牺牲后，张洛东第一次尝到痛苦的滋味。李顺良是张洛东的养父，也是张洛东的精神导师，他的牺牲促成了张洛东人生的重大蜕变。王文珺（叶青 饰）是孟三夏文工团里出身极好的一名进步青年，她用自己的生命向恋人刘诗文（王龙华 饰）诠释了信任和支持，促成了他由知识分子到真正军人的人生升华……,彭顺,My War,中国大陆,2016-09-15大陆上映,/ 124分钟,"剧情,战争,历史",我的战争
华灯初上的夜晚，哥谭市正在举行盛大的年度人物颁奖晚会，野心勃勃的总统候选人莱克斯·卢瑟（克兰西·布朗 配音）输给风流倜傥的布鲁斯·韦恩（特洛伊·贝克 配音），心有不甘。正在掌声雷动的时刻，小丑（Christopher Corey Smith 配音）带领爪牙大闹典礼，洗劫钱财。关键时刻，蝙蝠侠（特洛伊·贝克 配音）和罗宾（查理·舒拉特 配音）及时赶到，将这伙盗贼绳之于法，送入牢房。而莱克斯为了除掉绊脚石蝙蝠侠和超人（特拉维斯·韦林汉 配音），秘密研制新式武器，放跑了大牢中的小丑一伙。在此之后，小丑等人在各地展开一连串的破坏行动，正义的战士一次次勇敢迎战。莱克斯与超人之间的战争全面拉开序幕……,Jon Burton,LEGO Batman: The Movie - DC Superheroes Unite,"美国,英国",2013-05-21美国上映,/ 71分钟,"动画,冒险",乐高蝙蝠侠大电影：DC英雄集结
1940年5月至6月，温斯顿·丘吉尔作为英国首相，不仅要面对德国纳粹势力的入侵，还要面对一群毫无准备的人民群众，和一个怀疑自己的国王。他必须面对接下来最黑暗的时刻——是成为第三帝国的傀儡，还是与世界人民站在一起来共同反抗法西斯 。温斯顿·丘吉尔在英国国会下议院发表演讲，鼓舞了英国以及同盟国的无数民众，最终赢得敦刻尔克战役的胜利，带领英国走出了危机 。,乔·赖特,Darkest Hour,"英国,美国",2017-12-01大陆上映,/ 125分钟,"剧情,历史,传记",至暗时刻
王薄（刘德华 饰）和王丽（刘若英 饰）本是一对最佳贼拍档，但因怀了王薄的孩子，王丽决定收手赎罪，两人产生分歧。在火车站遇到刚刚从城市里挣了一笔钱准备回老家用它盖房子娶媳妇的农村娃子傻根（王宝强 饰）后，王丽被他的单纯打动，决定暗中保护不使他的辛苦钱失窃，王薄却寻思找合适机会下手，但最终因为“夫妻情深”归入了王丽的阵营。不料傻根的钱早被以黎叔（葛优 饰）为头目的另一著名扒窃团伙盯上，于是一系列围绕傻根书包里的钞票，在王薄、王丽和黎叔团伙之间展开的强强斗争上演。,冯小刚,A World Without Thieves,"中国大陆,中国香港",2004-12-09大陆上映,/ 113分钟,"剧情,动作,犯罪",天下无贼
